ID,Display Name,Category,Sub-Category,Link,Author Name,Author Link,Active,Date Added,Last Checked,Description,Stale
providers-c9fbc382,llm-router,"Providers, Runtime & Integration Infrastructure",,https://github.com/ypollak2/llm-router,Yali Pollak,https://github.com/ypollak2,TRUE,,,"A local-first router that sits under Claude Code (and Codex/Gemini CLI) and sends each prompt to the cheapest capable model, with three-layer token compression and automatic provider fallback — protecting your premium quota and cutting cost with zero config on a Claude subscription. Credibly engineered: 1,900+ tests, an independent RouterArena benchmark placement, and an honest local-only design with no hosted proxy.",FALSE
providers-e931c3fc,OpenWeb,"Providers, Runtime & Integration Infrastructure",,https://github.com/openweb-org/openweb,openweb-org,https://github.com/openweb-org,TRUE,,,"An agent-native skill that accesses 90+ websites by calling their underlying APIs directly (typed JSON in, JSON out) instead of screenshotting and parsing the DOM, with auth auto-resolved locally from your existing browser session. Security is first-class — every operation is tagged read/write/delete/transact behind permission tiers, SSRF protection runs on each request, and there is no vendor backend or proxy in the request path.",FALSE
providers-859d2086,chrome-cdp-ex,"Providers, Runtime & Integration Infrastructure",,https://github.com/EndeavorYen/chrome-cdp-ex,Endeavor Yen,https://github.com/EndeavorYen,TRUE,,,"A zero-dependency Claude Code skill (68 commands) that connects to your *real* Chrome — logged-in tabs, cookies, live page state — to give the agent a perception layer: layout, visible styles, per-action ""what changed"" evidence, CSS-cascade-to-source tracing, and session replay/Playwright export. Notably rigorous about its own claims, with a dogfood benchmark gate that blocks performance/adoption assertions unless it passes.",FALSE
providers-ca5fc4fa,SPARDA,"Providers, Runtime & Integration Infrastructure",,https://github.com/zyx77550/sparda,Zakaria Gharzouli (Residual Labs),https://github.com/zyx77550,TRUE,,,"Converts a running Express or FastAPI app into an MCP server by AST-parsing its routes and injecting a marked, byte-for-byte-removable `/mcp` router, so the agent can operate your live application (real auth, real data) rather than just read files. Exceptionally safety-minded: writes are disabled by default behind two-phase confirmation, docstrings are sanitized against prompt injection, a circuit-breaker quarantines failing routes, nothing leaves the machine, and persistence stores structure never payloads.",FALSE
providers-a7508a20,Flue,"Providers, Runtime & Integration Infrastructure",,https://github.com/SFKislev/Flue,S.F. Kislev,https://github.com/SFKislev,TRUE,,,"A tiny bridge that lets Claude Code drive desktop software — Photoshop, Premiere, Blender, Unity, InDesign, Office, 13 apps total — by writing one-time scripts against each app's own automation runtime (COM / AppleScript / CEP), instead of MCP servers or fragile screenshot-based computer use. A genuinely novel approach that unlocks the apps' full scripting surfaces (InDesign alone exposes ~28k objects) with low maintenance.",FALSE
providers-faeb63dd,turbowebfetch,"Providers, Runtime & Integration Infrastructure",,https://github.com/aza-ali/turbowebfetch,Mourtaza Ali,https://github.com/aza-ali,FALSE,,,"An MCP server that lets Claude Code fetch JavaScript-rendered pages via real Chrome (up to 14 parallel browsers, zero API keys, fully local), succeeding on SPA docs and sites where the built-in WebFetch returns an empty shell. Responsibly scoped — an explicit ""what this is and isn't"" section rules out paywall circumvention and unauthorized scraping, and it is rate-limited by design.",FALSE
providers-adc49edd,claude-code-wsl2-setup,"Providers, Runtime & Integration Infrastructure",,https://github.com/congmnguyen/claude-code-wsl2-setup,congmnguyen,https://github.com/congmnguyen,TRUE,,,"A focused collection of documented scripts that fix the most painful Claude Code papercuts on WSL2 + Windows Terminal — clipboard screenshot paste via a Go daemon, Windows notifications on Stop/PermissionRequest hooks, LSP wiring, a usage-aware status line, and voice-mode audio routing. Each fix is written up with root cause and exact config (including non-obvious traps like SessionEnd firing per subagent), and the work was upstreamed into Awesome-WSL.",FALSE
remote-0efb9b51,Claude Threads,"Remote Control, Notifications & Voice I/O",,https://github.com/anneschuth/claude-threads,Anne Schuth,https://github.com/anneschuth,TRUE,,,"Streams a locally-running Claude Code session live into a Slack or Mattermost thread so a whole team can watch, type, and approve actions together — ""screen-sharing for AI pair programming, but everyone can type."" Mature and well-maintained (npm-published with CI and coverage), with reaction-based tool approvals, git-worktree isolation, multi-account rotation, and per-thread sessions that survive restarts.",FALSE
remote-48a7628a,ai-agent-notifier,"Remote Control, Notifications & Voice I/O",,https://github.com/DevinoSolutions/ai-agent-notifier,Amin Dhouib (Devino Solutions),https://github.com/DevinoSolutions,TRUE,,,"A zero-dependency, cross-platform notifier that fires a desktop toast and a free phone push (via ntfy) the moment Claude Code (or Codex/Cursor/Gemini) finishes a task or needs input, wired up by a one-command setup. The standout among notifiers is its testing rigor — CI drives the *real* agent CLIs end to end and asserts real ntfy round-trips and real OS toast delivery, no mocks.",FALSE
remote-eb7e64b8,Telegram-Claude (tg-claude),"Remote Control, Notifications & Voice I/O",,https://github.com/Imolatte/tg-claude,Imolatte,https://github.com/Imolatte,TRUE,,,"A feature-rich Telegram bot that turns your machine into a remote Claude Code terminal driven from your phone: streaming tool progress, voice input, a git panel, Mac remote control, and 30+ commands. Its standout is the approval flow — dangerous-op Approve/Deny taps are injected straight into the real terminal prompt via `tmux send-keys`, so you authorize from your phone without killing the session or losing context.",FALSE
remote-080f647d,dictate,"Remote Control, Notifications & Voice I/O",,https://github.com/vimalk78/dictate,Vimal Kumar,https://github.com/vimalk78,TRUE,,,"Local, offline voice-to-text for Claude Code on Linux built on faster-whisper, with a warm daemon for instant transcription, system-wide push-to-talk, a voice-enabled editor, and per-project vocabulary hints that fix technical terms (""Claude"" not ""cloud""). Fully private — no cloud, no API keys, with thoughtful touches like mic-health monitoring and the ability to offload transcription to a LAN GPU; hardware-tested down to a Jetson Orin.",FALSE
remote-351e42b7,Lockpaw,"Remote Control, Notifications & Voice I/O",,https://github.com/sorkila/lockpaw,Erik Nielsen,https://github.com/sorkila,TRUE,,,"A native-Swift macOS menu-bar app (10 MB, no Electron) that covers and input-locks your screen with one hotkey while your agents keep running, then makes the locked screen glow when Claude Code pauses for permission or finishes. Polished and well-engineered — CI with 50 tests, signed/notarized builds, an honest ""visual privacy tool, not a security boundary"" disclosure, no analytics, and an idempotent hook installer that backs up and never clobbers foreign hooks.",FALSE
remote-fb29bf0a,WhatsApp Channel Plugin,"Remote Control, Notifications & Voice I/O",,https://github.com/Rich627/whatsapp-claude-plugin,Richie Liu,https://github.com/Rich627,TRUE,,,"Connects WhatsApp as a native Claude Code channel via Baileys linked-device (no bot token or API keys), with bidirectional messaging, full media, voice transcription, remote tool approval, access control, and per-group personalities. Runs entirely locally and was the first community plugin officially reviewed and published on Anthropic's plugin marketplace.",FALSE
clients-df0bcd07,CloudCLI (Claude Code UI),Alternative Clients,,https://github.com/siteboon/claudecodeui,siteboon,https://github.com/siteboon,TRUE,,,"A web and mobile PWA for driving Claude Code (and Cursor/Codex/Gemini) from any device — file explorer, git, integrated shell, and full session management that reads and writes your real `~/.claude` config rather than duplicating it. By far the most-adopted Claude Code UI, with a self-hostable open-source core, an optional Docker microVM sandbox mode, a plugin ecosystem, and tools disabled by default for safety.",FALSE
clients-fae46e7d,Cate,Alternative Clients,,https://github.com/0-AI-UG/cate,0-AI UG,https://github.com/0-AI-UG,TRUE,,,"A cross-platform desktop IDE built on an infinite zoomable canvas, where editors, terminals, browsers, and docs float in freeform space instead of tabs — and ships skills that let Claude Code spawn agent terminals on the canvas, coordinate through canvas notes, and drive browser panels. A genuinely novel UX, well-engineered (CI, e2e tests, context-isolated IPC, scoped filesystem access) and widely adopted.",FALSE
clients-c0e43cbc,Vibeyard,Alternative Clients,,https://github.com/elirantutia/vibeyard,Eliran Tutia,https://github.com/elirantutia,TRUE,,,"A cross-platform desktop IDE that wraps Claude Code sessions with a swarm mode (parallel agents in a grid), a real-time session inspector (cost, tokens, tool-usage, context), multiple isolated Claude profiles, a kanban board, and encrypted P2P session sharing over WebRTC. Signed/notarized, broadly adopted, and built squarely for the multi-agent, multi-session workflow.",FALSE
clients-c8e95e1d,Nimbalyst,Alternative Clients,,https://github.com/nimbalyst/nimbalyst,Greg Hinkle,https://github.com/nimbalyst,TRUE,,,"A visual workspace for building with Claude Code (and Codex) where you and the agent co-edit *visually* — markdown, mockups, mermaid, Excalidraw, CSV, and data models — approving the agent's changes as red/green WYSIWYG diffs, with session/task kanban, worktrees, an extension SDK, and a native iOS companion app. A distinctive higher-bandwidth take on agent collaboration, open source with transparent, opt-out telemetry.",FALSE
clients-c1163b9a,FlyCrys,Alternative Clients,,https://github.com/SergKam/FlyCrys,Sergii Kamenskyi,https://github.com/SergKam,TRUE,,,"A native Linux GUI for Claude Code agents built in Rust + GTK4 — single binary, no Electron, starts in under a second — with a file tree, syntax-highlighted viewer, markdown preview, embedded VTE4 terminal, streaming agent chat, workspace tabs, and tool-restricted agent profiles. Fills a real gap as essentially the only native (non-webview) Linux desktop client, using your own Claude Code CLI with no proxy.",FALSE
clients-19a8db20,Sidekick for Max,Alternative Clients,,https://github.com/cesarandreslopez/sidekick-for-claude-max,César Andrés López,https://github.com/cesarandreslopez,TRUE,,,"A VS Code extension and standalone terminal dashboard that adds visibility and AI conveniences on top of your Claude Max subscription — inline completions, code transforms, AI commit messages, plus deep session observability (token-burn, a 13-week quota heatmap, multi-account management, cross-session search, and asset extraction). Mature and well-maintained (CI, published to the marketplace and npm, extensive docs).",FALSE
statusline-e76700a6,claude-statusbar,Status Lines,,https://github.com/leeguooooo/claude-code-usage-bar,leeguooooo,https://github.com/leeguooooo,TRUE,,,"The most complete Claude Code status line: 5-hour and 7-day rate-limit usage with reset countdowns and *learned* end-of-window projections, context window, prompt-cache-expiry countdown, per-session cost, plus live todo/tool/git activity — across 3 styles and 9 themes, configurable by CLI or natural-language skill. Genuinely well-engineered (PyPI, 320+ tests, a sub-1%-CPU daemon, deep docs) and the clear standout of a very crowded field.",FALSE
statusline-97c5870b,claude-code-personalities,Status Lines,,https://github.com/kumamaki/Claude-Code-Personalities,kumamaki,https://github.com/kumamaki,TRUE,,,"A delightfully different status line: 30+ kaomoji text-faces that react in real time to what Claude is doing — context-aware personas by file type, and a frustration-escalation system where mounting errors progress from `( ദ്ദി ˙ᗜ˙ )` toward a table-flip `(╯°□°)╯︵ ┻━┻`. Pure Rust with sub-2ms rendering, a single binary, hook-based activity tracking, and an interactive config TUI — the standout creative pick in a sea of metrics bars.",FALSE
design-5413a10c,Dev Browser,Design & UI/UX,,https://github.com/SawyerHood/dev-browser,Sawyer Hood,https://github.com/SawyerHood,TRUE,,,"A browser-automation plugin/skill that lets Claude Code drive a browser to test and verify its own work — full Playwright API plus pixel- and DOM-level computer-use toolsets, connecting to your running Chrome or a fresh Chromium. Notably secure and fast: scripts execute inside a QuickJS WASM sandbox with no host filesystem or network access, and a published benchmark shows it beating Playwright MCP on time, cost, and turns.",FALSE
design-f067f63d,StyleSeed,Design & UI/UX,,https://github.com/bitjaru/styleseed,kiwiman,https://github.com/bitjaru,TRUE,,,"A design engine that takes a different tack from ""feed the model more tokens"": it teaches design *judgment* — ~74 rules pros carry but never write down (""the refined black isn't #000, it's #2A2A2A""; ""one accent color, everything else grayscale"") — as plain markdown the agent reads automatically, plus a brand-agnostic skin system, a named motion vocabulary, and `/ss-*` review skills. Widely adopted and demonstrably effective (a live demo morphs one UI across Toss/Raycast/Arc via a single attribute).",FALSE
design-4f86f474,UI Craft,Design & UI/UX,,https://github.com/educlopez/ui-craft,Eduardo Calvo,https://github.com/educlopez,TRUE,,,"A deep design-engineering skill that makes agents ""design like they have taste"" by default, layered so you can just install it, drive it with 22 single-lens commands, or wire its deterministic MCP gates and CLI into CI. Its signature is a *scoreable, defensible* critique — Nielsen's heuristics × classic design laws × persona walkthroughs, every finding tagged by business impact — backed by anti-slop rules, outcome recipes, accessibility-first review, and 31 domain references.",FALSE
design-58290472,Snip,Design & UI/UX,,https://github.com/rixinhahaha/snip,rixinhahaha,https://github.com/rixinhahaha,TRUE,,,"A visual whiteboard between you and your agent: Claude renders diagrams, HTML, or UI components through Snip instead of describing them in text, you approve or annotate directly on the output (circle, arrow, note), and the agent gets structured feedback and iterates. Works via CLI or MCP, doubles as a full local screenshot/annotation app with on-device AI organization (Ollama), and adds a genuine human-in-the-loop visual review step to Claude Code.",FALSE
writing-a66ab760,Avoid AI Writing,Writing & Prose Quality,,https://github.com/conorbronsdon/avoid-ai-writing,Conor Bronsdon,https://github.com/conorbronsdon,TRUE,,,"A portable writing skill that audits and rewrites prose to remove ""AI-isms"" — 49+ pattern categories and a tiered word-replacement vocabulary, with detect / rewrite / edit-in-place modes, content-type and voice profiles, and a two-pass re-check. Stands well above the crowded de-slop field: it ships a deterministic, zero-dependency detector engine (the single source of its 0–100 score) with CI tests, and frames itself honestly as a writing-quality tool, not a detector-evasion gimmick.",FALSE
writing-63174bbb,naming,Writing & Prose Quality,,https://github.com/glacierphonk/naming,GlacierPhonk,https://github.com/glacierphonk,TRUE,,,"A Claude Code skill for naming products, SaaS tools, brands, and projects via a structured metaphor-driven process — naming brief, metaphor exploration, candidate generation, anti-slop filtering, a weighted evaluation rubric, and availability checks for domains/handles/package names. A genuinely different (and creative) take that produces names grounded in meaning instead of the random tech-syllable mush an unguided model reaches for.",FALSE
media-ac1f16dd,capcut-cli,Creative Media,,https://github.com/renezander030/capcut-cli,René Zander,https://github.com/renezander030,TRUE,,,"A zero-dependency Node CLI (and Claude Code plugin/skill) that lets the agent edit CapCut / JianYing video projects programmatically — inspect timelines, build drafts, add text/audio, word-level captions and Whisper transcription, templates, and cut long-form into shorts — JSON in, JSON out, no server. Deeply mature for a media tool: 205 tests across macOS/Windows/Linux CI, a huge documented command surface, and a deliberately stateless ""the CLI is the protocol"" design.",FALSE
media-9e195021,motion-skills,Creative Media,,https://github.com/iart-ai/motion-skills,iart.ai,https://github.com/iart-ai,TRUE,,,"An open-source collection of ~50 motion-graphics, animation, and video skills across 14 installable packs — kinetic typography, data-driven charts, explainers, TikTok/Reels, web/WebGL animation, and Manim math animation — that teach an agent how a professional would build each piece. Every visual skill ships a deliver-and-verify loop (render a frame → screenshot → check) plus a small verify toolkit, so the agent inspects its own output instead of guessing at timing and framing.",FALSE
devops-2e80faa4,terraform-skill,Infrastructure & DevOps,,https://github.com/antonbabenko/terraform-skill,Anton Babenko,https://github.com/antonbabenko,TRUE,,,"A best-practices skill that teaches the agent to write safer Terraform and OpenTofu through a diagnose-first workflow, failure-mode routing, LLM-mistake checklists, and a feature-version guard table mapping features to their version floor and common errors — covering testing, modules, remote state, CI/CD, and security scanning across AWS/Azure/GCP. From an AWS Hero behind the terraform-aws-modules ecosystem, and the most authoritative, most-adopted IaC resource in the set.",FALSE
devops-5e873152,otelcol-doctor,Infrastructure & DevOps,,https://github.com/s3onghyun/otelcol-doctor,s3onghyun,https://github.com/s3onghyun,TRUE,,,"A focused, vendor-neutral skill that writes, fixes, and *validates* OpenTelemetry Collector configs — encoding the Collector's real footguns (memory_limiter/batch ordering, core-vs-contrib components, pull-vs-push exporters, deprecated exporters, pipelines that validate but were never wired) as an authoring workflow and diagnosis checklist. Its standout is honesty plus a verification loop: it always finishes by running `otelcol validate` and ships CI-checked before/after example configs rather than handing back an unverified file.",FALSE
statusline-fbcaff99,claudinho,Status Lines,,https://github.com/arturogarrido/claudinho,Arturo Garrido,https://github.com/arturogarrido,TRUE,2026-06-29:21-22-44,2026-06-29:21-22-44,"2026 World Cup live scores in your terminal, Claude Code statusline & MCP. No API keys.",FALSE
security-e30f8dee,SkillSpector,Security,,https://github.com/NVIDIA/SkillSpector,NVIDIA,https://github.com/NVIDIA,TRUE,2026-06-29:21-40-07,2026-06-29:21-40-07,"Security scanner for AI agent skills. Detect vulnerabilities, malicious patterns, and security risks.",FALSE
security-c5779184,aicontainer,Security,,https://github.com/stefanoginella/aicontainer,stefanoginella,https://github.com/stefanoginella,TRUE,2026-06-29:21-47-23,2026-06-29:21-47-23,"Sandboxed devcontainer for running Claude Code, Codex, and OpenCode in bypass / auto-approve mode.",FALSE
security-773f3698,Node9,Security,,https://github.com/node9-ai/node9-proxy,node9-ai,https://github.com/node9-ai,TRUE,2026-06-29:21-47-23,2026-06-29:21-47-23,"The Execution Security Layer for the Agentic Era. Providing deterministic ""Sudo"" governance and audit logs for autonomous AI agents.",FALSE
security-03f9522a,Claude Code Safety Net,Security,,https://github.com/kenryu42/claude-code-safety-net,kenryu42,https://github.com/kenryu42,TRUE,2026-06-29:21-47-24,2026-06-29:21-47-24,"A coding agent CLI hook that acts as a safety net, catching destructive git and filesystem commands before they execute. Supports Codex, Claude Code, OpenCode, Gemini CLI, Copilot CLI, Kimi Code and Pi.",FALSE
security-7854b32c,machine,Security,,https://github.com/katspaugh/machine,katspaugh,https://github.com/katspaugh,TRUE,2026-06-29:21-47-24,2026-06-29:21-47-24,"One isolated Lima VM per GitHub project — sandboxed Claude Code/Codex, Docker, Node, signed git",FALSE
security-c389917a,SkilLock,Security,,https://github.com/skills-lock/skil-lock,skills-lock,https://github.com/skills-lock,TRUE,2026-06-29:21-47-25,2026-06-29:21-47-25,Pin AI Skill behavior. Block unapproved drift in CI. See exactly what changed in every PR.,FALSE
security-c34dda89,Brood Box,Security,,https://github.com/stacklok/brood-box,stacklok,https://github.com/stacklok,TRUE,2026-06-29:21-47-25,2026-06-29:21-47-25,CLI tool for running coding agents inside hardware-isolated microVMs,FALSE
security-1c39d15e,Claude Code Safety Guard,Security,,https://github.com/inoX-Network/claude-code-safety-guard,inoX-Network,https://github.com/inoX-Network,TRUE,2026-06-29:21-47-25,2026-06-29:21-47-25,3-level override system for Claude Code - prevents destructive system operations. Born from a real incident.,FALSE
security-f333025b,Code on Incus,Security,,https://github.com/mensfeld/code-on-incus,mensfeld,https://github.com/mensfeld,TRUE,2026-06-29:21-47-26,2026-06-29:21-47-26,"Give each AI agent its own isolated machine with root, Docker, and systemd. Active defense detects and stops threats automatically..",FALSE
security-bc3be5ba,compass,Security,,https://github.com/dshakes/compass,dshakes,https://github.com/dshakes,TRUE,2026-06-29:21-47-26,2026-06-29:21-47-26,"Developer-grade Claude Code + Codex configuration: cost-tiered subagents, workflow commands, guardrail hooks, MCP parity, and an installable plugin/marketplace.",FALSE
security-12eeb4ea,Cleat,Security,,https://github.com/cleatdev/cleat,cleatdev,https://github.com/cleatdev,TRUE,2026-06-29:21-47-26,2026-06-29:21-47-26,"Give the agent a cage, not your keys. One-command Docker sandbox for AI coding agents: full autonomous permissions, per-project isolation, your host stays untouched.",FALSE
security-5baab2f2,Agent Guard,Security,,https://github.com/JeongJaeSoon/agent-guard,JeongJaeSoon,https://github.com/JeongJaeSoon,TRUE,2026-06-29:22-06-40,2026-06-29:22-06-40,"Real-time secret-leak guardrails for AI coding agents (Claude Code, Codex), Git hooks, and CI.",FALSE
security-23fd0cb4,authsome,Security,,https://github.com/agentrhq/authsome,agentrhq,https://github.com/agentrhq,TRUE,2026-06-29:22-06-40,2026-06-29:22-06-40,"Credential gateway for AI agents. Log in once via Oauth2 or API Key. Every agent stays authenticated — headless, no SaaS, agents never see your credentials.",FALSE
security-e6e57411,fort,Security,,https://github.com/djadmin/fort,djadmin,https://github.com/djadmin,FALSE,2026-06-29:22-06-40,2026-06-29:22-06-40,"Audit and fix your Mac's security in one command. No agent, no signup, open source.",FALSE
security-ac1f2215,Airut,Security,,https://github.com/airutorg/airut,airutorg,https://github.com/airutorg,TRUE,2026-06-29:22-06-41,2026-06-29:22-06-41,"Airut is a system for running Claude Code tasks from email and Slack. It handles workspace provisioning, container isolation, network sandboxing, session persistence, and cleanup — a secure foundation for autonomous agentic development.",FALSE
security-65848258,GouvernAI,Security,,https://github.com/Myr-Aya/GouvernAI-claude-code-plugin,Myr-Aya,https://github.com/Myr-Aya,TRUE,2026-06-29:22-06-41,2026-06-29:22-06-41,"Runtime guardrails for Claude Code. Auto-approve what's safe, gate what's risky, block what's dangerous. Dual enforcement, full audit trail. MIT.",FALSE
orchestration-10fbc619,Agent Collab Skills,Agent Orchestration,,https://github.com/WenyuChiou/agent-collab-skills,Wenyu Chiou,https://github.com/WenyuChiou,TRUE,2026-06-29:22-11-02,2026-06-29:22-11-02,"Claude Code marketplace for multi-agent collaboration — task splitter, output reconciler, adversarial debate, shared memory, acceptance gate. Composes with codex-delegate / gemini-delegate.",FALSE
memory-047ad0da,Callimachus,Memory & Context Persistence,,https://github.com/BetaBots-LLC/callimachus,BetaBots-LLC,https://github.com/BetaBots-LLC,TRUE,2026-06-29:22-14-34,2026-06-29:22-14-34,"One local, searchable index of your AI coding-agent history Claude Code, Codex, Cursor, Gemini & more. Keyword + semantic search, MCP server, CLI & VS Code extension.",FALSE
memory-991538fc,MAMA,Memory & Context Persistence,,https://github.com/jungjaehoon-lifegamez/MAMA,jungjaehoon-lifegamez,https://github.com/jungjaehoon-lifegamez,TRUE,2026-06-29:22-14-35,2026-06-29:22-14-35,Always-on companion for Claude that remembers your decisions and their evolution. Local-first memory       using SQLite + transformers.js embeddings.,FALSE
memory-c854a3e1,agentcairn,"Documentation, Knowledge & Learning",Obsidian,https://github.com/ccf/agentcairn,ccf,https://github.com/ccf,TRUE,2026-06-29:22-14-35,2026-06-29:22-14-35,"Long-term, cross-project memory for AI coding agents. Your own Obsidian vault as the source of truth. Daemonless and without opaque databases, your memory belongs to you.",FALSE
memory-bbce6158,fable,Memory & Context Persistence,,https://github.com/grooverLab/fable,grooverLab,https://github.com/grooverLab,TRUE,2026-06-29:22-14-35,2026-06-29:22-14-35,"High-fidelity transcript memory for Claude Code — index every session, recall byte-identical, search, prune, compose. Local-first, stdlib-only, MCP.",FALSE
memory-325fcf97,presence,Memory & Context Persistence,,https://github.com/sara-star-quant/presence,sara-star-quant,https://github.com/sara-star-quant,TRUE,2026-06-29:22-14-36,2026-06-29:22-14-36,"Per-repo memory, outcome telemetry, and a calibrated-confidence gate for Claude Code, with MCP and AGENTS.md projections so other AI coding tools can read its context. Notes survive sessions; success claims need test evidence; your reverts are remembered. Local-only, stdlib runtime.",FALSE
memory-f4e6347a,roampal-core,Memory & Context Persistence,,https://github.com/roampal-ai/roampal-core,roampal-ai,https://github.com/roampal-ai,TRUE,2026-06-29:22-14-36,2026-06-29:22-14-36,"Outcome-based persistent memory MCP server for Claude Code and OpenCode. Good advice promoted, bad advice demoted. pip install roampal.",FALSE
memory-a25b0476,Hivemind,Memory & Context Persistence,,https://github.com/activeloopai/hivemind,activeloopai,https://github.com/activeloopai,TRUE,2026-06-29:22-14-36,2026-06-29:22-14-36,Hivemind turns your traces into reusable skills across agents,FALSE
memory-b0dad9a7,Claude Mnemonic,Memory & Context Persistence,,https://github.com/lukaszraczylo/claude-mnemonic,lukaszraczylo,https://github.com/lukaszraczylo,TRUE,2026-06-29:22-14-37,2026-06-29:22-14-37,Memory management and retrieval for Claude Code,FALSE
memory-485252b0,capy,Memory & Context Persistence,,https://github.com/serpro69/capy,serpro69,https://github.com/serpro69,TRUE,2026-06-29:22-14-37,2026-06-29:22-14-37,🦫 Privacy-first virtualization layer for LLM context with MCP protocol for tool access.,FALSE
memory-9f34567a,Selvedge,Memory & Context Persistence,,https://github.com/masondelan/selvedge,masondelan,https://github.com/masondelan,TRUE,2026-06-29:22-14-37,2026-06-29:22-14-37,"Long-term memory for AI-coded codebases. A git blame for AI agents — but for the why. MCP server that captures the agent's reasoning live, in context, as each change is made. Local SQLite, zero deps.",FALSE
